service_id,date,exception_type
"4313_244618","20231028","1"
"4313_244618","20231030","1"
"4313_244618","20231031","1"
"4313_244618","20231102","1"
"4313_244618","20231103","1"
"4313_244618","20231104","1"
"4313_244618","20231106","1"
"4313_244618","20231107","1"
"4313_244618","20231108","1"
"4313_244618","20231109","1"
"4313_244618","20231110","1"
"4313_244618","20231111","1"
"4313_244618","20231113","1"
"4313_244618","20231114","1"
"4313_244618","20231115","1"
"4313_244618","20231116","1"
"4313_244618","20231117","1"
"4313_244618","20231118","1"
"4313_244618","20231120","1"
"4313_244618","20231121","1"
"4313_244618","20231122","1"
"4313_244618","20231123","1"
"4313_244618","20231124","1"
"4313_244618","20231125","1"
"4313_244618","20231127","1"
"4313_244618","20231128","1"
"4313_244618","20231129","1"
"4313_244618","20231130","1"
"4313_244618","20231201","1"
"4313_244618","20231202","1"
"4313_244618","20231204","1"
"4313_244618","20231205","1"
"4313_244618","20231206","1"
"4313_244618","20231207","1"
"4313_244618","20231209","1"
"4313_244618","20231211","1"
"4313_244618","20231212","1"
"4313_244618","20231213","1"
"4313_244618","20231214","1"
"4313_244618","20231215","1"
"4313_244618","20231216","1"
"4313_244618","20231218","1"
"4313_244618","20231219","1"
"4313_244618","20231220","1"
"4313_244618","20231221","1"
"4313_244618","20231222","1"
"4313_244618","20231223","1"
"4313_244618","20231227","1"
"4313_244618","20231228","1"
"4313_244618","20231229","1"
"4313_244618","20231230","1"
"4313_244619","20230428","1"
"4313_244619","20230429","1"
"4313_244619","20230502","1"
"4313_244619","20230503","1"
"4313_244619","20230504","1"
"4313_244619","20230505","1"
"4313_244619","20230506","1"
"4313_244619","20230508","1"
"4313_244619","20230509","1"
"4313_244619","20230510","1"
"4313_244619","20230511","1"
"4313_244619","20230512","1"
"4313_244619","20230513","1"
"4313_244619","20230515","1"
"4313_244619","20230516","1"
"4313_244619","20230517","1"
"4313_244619","20230518","1"
"4313_244619","20230519","1"
"4313_244619","20230520","1"
"4313_244619","20230522","1"
"4313_244619","20230523","1"
"4313_244619","20230524","1"
"4313_244619","20230525","1"
"4313_244619","20230526","1"
"4313_244619","20230527","1"
"4313_244619","20230529","1"
"4313_244619","20230530","1"
"4313_244619","20230531","1"
"4313_244619","20230601","1"
"4313_244619","20230603","1"
"4313_244619","20230605","1"
"4313_244619","20230606","1"
"4313_244619","20230607","1"
"4313_244619","20230608","1"
"4313_244619","20230609","1"
"4313_244619","20230610","1"
"4313_244619","20230915","1"
"4313_244619","20230916","1"
"4313_244619","20230918","1"
"4313_244619","20230919","1"
"4313_244619","20230920","1"
"4313_244619","20230921","1"
"4313_244619","20230922","1"
"4313_244619","20230923","1"
"4313_244619","20230925","1"
"4313_244619","20230926","1"
"4313_244619","20230927","1"
"4313_244619","20230928","1"
"4313_244619","20230929","1"
"4313_244619","20230930","1"
"4313_244619","20231002","1"
"4313_244619","20231003","1"
"4313_244619","20231004","1"
"4313_244619","20231005","1"
"4313_244619","20231006","1"
"4313_244619","20231007","1"
"4313_244619","20231009","1"
"4313_244619","20231010","1"
"4313_244619","20231011","1"
"4313_244619","20231012","1"
"4313_244619","20231013","1"
"4313_244619","20231014","1"
"4313_244619","20231016","1"
"4313_244619","20231017","1"
"4313_244619","20231018","1"
"4313_244619","20231019","1"
"4313_244619","20231020","1"
"4313_244619","20231021","1"
"4313_244619","20231023","1"
"4313_244619","20231024","1"
"4313_244619","20231025","1"
"4313_244619","20231026","1"
"4313_244619","20231027","1"
"4313_244619","20231028","1"
"4313_244619","20231030","1"
"4313_244619","20231031","1"
"4313_244619","20231102","1"
"4313_244619","20231103","1"
"4313_244619","20231104","1"
"4313_244619","20231106","1"
"4313_244619","20231107","1"
"4313_244619","20231108","1"
"4313_244619","20231109","1"
"4313_244619","20231110","1"
"4313_244619","20231111","1"
"4313_244619","20231113","1"
"4313_244619","20231114","1"
"4313_244619","20231115","1"
"4313_244619","20231116","1"
"4313_244619","20231117","1"
"4313_244619","20231118","1"
"4313_244619","20231120","1"
"4313_244619","20231121","1"
"4313_244619","20231122","1"
"4313_244619","20231123","1"
"4313_244619","20231124","1"
"4313_244619","20231125","1"
"4313_244619","20231127","1"
"4313_244619","20231128","1"
"4313_244619","20231129","1"
"4313_244619","20231130","1"
"4313_244619","20231201","1"
"4313_244619","20231202","1"
"4313_244619","20231204","1"
"4313_244619","20231205","1"
"4313_244619","20231206","1"
"4313_244619","20231207","1"
"4313_244619","20231209","1"
"4313_244619","20231211","1"
"4313_244619","20231212","1"
"4313_244619","20231213","1"
"4313_244619","20231214","1"
"4313_244619","20231215","1"
"4313_244619","20231216","1"
"4313_244619","20231218","1"
"4313_244619","20231219","1"
"4313_244619","20231220","1"
"4313_244619","20231221","1"
"4313_244619","20231222","1"
"4313_244619","20231223","1"
"4313_244620","20230428","1"
"4313_244620","20230429","1"
"4313_244620","20230502","1"
"4313_244620","20230503","1"
"4313_244620","20230504","1"
"4313_244620","20230505","1"
"4313_244620","20230506","1"
"4313_244620","20230508","1"
"4313_244620","20230509","1"
"4313_244620","20230510","1"
"4313_244620","20230511","1"
"4313_244620","20230512","1"
"4313_244620","20230513","1"
"4313_244620","20230515","1"
"4313_244620","20230516","1"
"4313_244620","20230517","1"
"4313_244620","20230518","1"
"4313_244620","20230519","1"
"4313_244620","20230520","1"
"4313_244620","20230522","1"
"4313_244620","20230523","1"
"4313_244620","20230524","1"
"4313_244620","20230525","1"
"4313_244620","20230526","1"
"4313_244620","20230527","1"
"4313_244620","20230529","1"
"4313_244620","20230530","1"
"4313_244620","20230531","1"
"4313_244620","20230601","1"
"4313_244620","20230603","1"
"4313_244620","20230605","1"
"4313_244620","20230606","1"
"4313_244620","20230607","1"
"4313_244620","20230608","1"
"4313_244620","20230609","1"
"4313_244620","20230610","1"
"4313_244620","20230612","1"
"4313_244620","20230613","1"
"4313_244620","20230614","1"
"4313_244620","20230615","1"
"4313_244620","20230616","1"
"4313_244620","20230617","1"
"4313_244620","20230619","1"
"4313_244620","20230620","1"
"4313_244620","20230621","1"
"4313_244620","20230622","1"
"4313_244620","20230623","1"
"4313_244620","20230624","1"
"4313_244620","20230626","1"
"4313_244620","20230627","1"
"4313_244620","20230628","1"
"4313_244620","20230629","1"
"4313_244620","20230630","1"
"4313_244620","20230701","1"
"4313_244620","20230703","1"
"4313_244620","20230704","1"
"4313_244620","20230705","1"
"4313_244620","20230706","1"
"4313_244620","20230707","1"
"4313_244620","20230708","1"
"4313_244620","20230710","1"
"4313_244620","20230711","1"
"4313_244620","20230712","1"
"4313_244620","20230713","1"
"4313_244620","20230714","1"
"4313_244620","20230715","1"
"4313_244620","20230717","1"
"4313_244620","20230718","1"
"4313_244620","20230719","1"
"4313_244620","20230720","1"
"4313_244620","20230721","1"
"4313_244620","20230722","1"
"4313_244620","20230724","1"
"4313_244620","20230725","1"
"4313_244620","20230726","1"
"4313_244620","20230727","1"
"4313_244620","20230728","1"
"4313_244620","20230729","1"
"4313_244620","20230731","1"
"4313_244620","20230801","1"
"4313_244620","20230802","1"
"4313_244620","20230803","1"
"4313_244620","20230804","1"
"4313_244620","20230805","1"
"4313_244620","20230807","1"
"4313_244620","20230808","1"
"4313_244620","20230809","1"
"4313_244620","20230810","1"
"4313_244620","20230811","1"
"4313_244620","20230812","1"
"4313_244620","20230814","1"
"4313_244620","20230816","1"
"4313_244620","20230817","1"
"4313_244620","20230818","1"
"4313_244620","20230819","1"
"4313_244620","20230821","1"
"4313_244620","20230822","1"
"4313_244620","20230823","1"
"4313_244620","20230824","1"
"4313_244620","20230825","1"
"4313_244620","20230826","1"
"4313_244620","20230828","1"
"4313_244620","20230829","1"
"4313_244620","20230830","1"
"4313_244620","20230831","1"
"4313_244620","20230901","1"
"4313_244620","20230902","1"
"4313_244620","20230904","1"
"4313_244620","20230905","1"
"4313_244620","20230906","1"
"4313_244620","20230907","1"
"4313_244620","20230908","1"
"4313_244620","20230909","1"
"4313_244620","20230911","1"
"4313_244620","20230912","1"
"4313_244620","20230913","1"
"4313_244620","20230914","1"
"4313_244620","20230915","1"
"4313_244620","20230916","1"
"4313_244620","20230918","1"
"4313_244620","20230919","1"
"4313_244620","20230920","1"
"4313_244620","20230921","1"
"4313_244620","20230922","1"
"4313_244620","20230923","1"
"4313_244620","20230925","1"
"4313_244620","20230926","1"
"4313_244620","20230927","1"
"4313_244620","20230928","1"
"4313_244620","20230929","1"
"4313_244620","20230930","1"
"4313_244620","20231002","1"
"4313_244620","20231003","1"
"4313_244620","20231004","1"
"4313_244620","20231005","1"
"4313_244620","20231006","1"
"4313_244620","20231007","1"
"4313_244620","20231009","1"
"4313_244620","20231010","1"
"4313_244620","20231011","1"
"4313_244620","20231012","1"
"4313_244620","20231013","1"
"4313_244620","20231014","1"
"4313_244620","20231016","1"
"4313_244620","20231017","1"
"4313_244620","20231018","1"
"4313_244620","20231019","1"
"4313_244620","20231020","1"
"4313_244620","20231021","1"
"4313_244620","20231023","1"
"4313_244620","20231024","1"
"4313_244620","20231025","1"
"4313_244620","20231026","1"
"4313_244620","20231027","1"
"4313_244620","20231028","1"
"4313_244620","20231030","1"
"4313_244620","20231031","1"
"4313_244620","20231102","1"
"4313_244620","20231103","1"
"4313_244620","20231104","1"
"4313_244620","20231106","1"
"4313_244620","20231107","1"
"4313_244620","20231108","1"
"4313_244620","20231109","1"
"4313_244620","20231110","1"
"4313_244620","20231111","1"
"4313_244620","20231113","1"
"4313_244620","20231114","1"
"4313_244620","20231115","1"
"4313_244620","20231116","1"
"4313_244620","20231117","1"
"4313_244620","20231118","1"
"4313_244620","20231120","1"
"4313_244620","20231121","1"
"4313_244620","20231122","1"
"4313_244620","20231123","1"
"4313_244620","20231124","1"
"4313_244620","20231125","1"
"4313_244620","20231127","1"
"4313_244620","20231128","1"
"4313_244620","20231129","1"
"4313_244620","20231130","1"
"4313_244620","20231201","1"
"4313_244620","20231202","1"
"4313_244620","20231204","1"
"4313_244620","20231205","1"
"4313_244620","20231206","1"
"4313_244620","20231207","1"
"4313_244620","20231209","1"
"4313_244620","20231211","1"
"4313_244620","20231212","1"
"4313_244620","20231213","1"
"4313_244620","20231214","1"
"4313_244620","20231215","1"
"4313_244620","20231216","1"
"4313_244620","20231218","1"
"4313_244620","20231219","1"
"4313_244620","20231220","1"
"4313_244620","20231221","1"
"4313_244620","20231222","1"
"4313_244620","20231223","1"
"4313_244620","20231227","1"
"4313_244620","20231228","1"
"4313_244620","20231229","1"
"4313_244620","20231230","1"
"4313_244621","20230428","1"
"4313_244621","20230502","1"
"4313_244621","20230503","1"
"4313_244621","20230504","1"
"4313_244621","20230505","1"
"4313_244621","20230508","1"
"4313_244621","20230509","1"
"4313_244621","20230510","1"
"4313_244621","20230511","1"
"4313_244621","20230512","1"
"4313_244621","20230515","1"
"4313_244621","20230516","1"
"4313_244621","20230517","1"
"4313_244621","20230518","1"
"4313_244621","20230519","1"
"4313_244621","20230522","1"
"4313_244621","20230523","1"
"4313_244621","20230524","1"
"4313_244621","20230525","1"
"4313_244621","20230526","1"
"4313_244621","20230529","1"
"4313_244621","20230530","1"
"4313_244621","20230531","1"
"4313_244621","20230601","1"
"4313_244621","20230605","1"
"4313_244621","20230606","1"
"4313_244621","20230607","1"
"4313_244621","20230608","1"
"4313_244621","20230609","1"
"4313_244621","20230612","1"
"4313_244621","20230613","1"
"4313_244621","20230614","1"
"4313_244621","20230615","1"
"4313_244621","20230616","1"
"4313_244621","20230619","1"
"4313_244621","20230620","1"
"4313_244621","20230621","1"
"4313_244621","20230622","1"
"4313_244621","20230623","1"
"4313_244621","20230626","1"
"4313_244621","20230627","1"
"4313_244621","20230628","1"
"4313_244621","20230629","1"
"4313_244621","20230630","1"
"4313_244621","20230703","1"
"4313_244621","20230704","1"
"4313_244621","20230705","1"
"4313_244621","20230706","1"
"4313_244621","20230707","1"
"4313_244621","20230710","1"
"4313_244621","20230711","1"
"4313_244621","20230712","1"
"4313_244621","20230713","1"
"4313_244621","20230714","1"
"4313_244621","20230717","1"
"4313_244621","20230718","1"
"4313_244621","20230719","1"
"4313_244621","20230720","1"
"4313_244621","20230721","1"
"4313_244621","20230724","1"
"4313_244621","20230725","1"
"4313_244621","20230726","1"
"4313_244621","20230727","1"
"4313_244621","20230728","1"
"4313_244621","20230731","1"
"4313_244621","20230801","1"
"4313_244621","20230802","1"
"4313_244621","20230803","1"
"4313_244621","20230804","1"
"4313_244621","20230807","1"
"4313_244621","20230808","1"
"4313_244621","20230809","1"
"4313_244621","20230810","1"
"4313_244621","20230811","1"
"4313_244621","20230814","1"
"4313_244621","20230816","1"
"4313_244621","20230817","1"
"4313_244621","20230818","1"
"4313_244621","20230821","1"
"4313_244621","20230822","1"
"4313_244621","20230823","1"
"4313_244621","20230824","1"
"4313_244621","20230825","1"
"4313_244621","20230828","1"
"4313_244621","20230829","1"
"4313_244621","20230830","1"
"4313_244621","20230831","1"
"4313_244621","20230901","1"
"4313_244621","20230904","1"
"4313_244621","20230905","1"
"4313_244621","20230906","1"
"4313_244621","20230907","1"
"4313_244621","20230908","1"
"4313_244621","20230911","1"
"4313_244621","20230912","1"
"4313_244621","20230913","1"
"4313_244621","20230914","1"
"4313_244621","20230915","1"
"4313_244621","20230918","1"
"4313_244621","20230919","1"
"4313_244621","20230920","1"
"4313_244621","20230921","1"
"4313_244621","20230922","1"
"4313_244621","20230925","1"
"4313_244621","20230926","1"
"4313_244621","20230927","1"
"4313_244621","20230928","1"
"4313_244621","20230929","1"
"4313_244621","20231002","1"
"4313_244621","20231003","1"
"4313_244621","20231004","1"
"4313_244621","20231005","1"
"4313_244621","20231006","1"
"4313_244621","20231009","1"
"4313_244621","20231010","1"
"4313_244621","20231011","1"
"4313_244621","20231012","1"
"4313_244621","20231013","1"
"4313_244621","20231016","1"
"4313_244621","20231017","1"
"4313_244621","20231018","1"
"4313_244621","20231019","1"
"4313_244621","20231020","1"
"4313_244621","20231023","1"
"4313_244621","20231024","1"
"4313_244621","20231025","1"
"4313_244621","20231026","1"
"4313_244621","20231027","1"
"4313_244621","20231030","1"
"4313_244621","20231031","1"
"4313_244621","20231102","1"
"4313_244621","20231103","1"
"4313_244621","20231106","1"
"4313_244621","20231107","1"
"4313_244621","20231108","1"
"4313_244621","20231109","1"
"4313_244621","20231110","1"
"4313_244621","20231113","1"
"4313_244621","20231114","1"
"4313_244621","20231115","1"
"4313_244621","20231116","1"
"4313_244621","20231117","1"
"4313_244621","20231120","1"
"4313_244621","20231121","1"
"4313_244621","20231122","1"
"4313_244621","20231123","1"
"4313_244621","20231124","1"
"4313_244621","20231127","1"
"4313_244621","20231128","1"
"4313_244621","20231129","1"
"4313_244621","20231130","1"
"4313_244621","20231201","1"
"4313_244621","20231204","1"
"4313_244621","20231205","1"
"4313_244621","20231206","1"
"4313_244621","20231207","1"
"4313_244621","20231211","1"
"4313_244621","20231212","1"
"4313_244621","20231213","1"
"4313_244621","20231214","1"
"4313_244621","20231215","1"
"4313_244621","20231218","1"
"4313_244621","20231219","1"
"4313_244621","20231220","1"
"4313_244621","20231221","1"
"4313_244621","20231222","1"
"4313_244621","20231227","1"
"4313_244621","20231228","1"
"4313_244621","20231229","1"
"4313_244622","20230612","1"
"4313_244622","20230613","1"
"4313_244622","20230614","1"
"4313_244622","20230615","1"
"4313_244622","20230616","1"
"4313_244622","20230619","1"
"4313_244622","20230620","1"
"4313_244622","20230621","1"
"4313_244622","20230622","1"
"4313_244622","20230623","1"
"4313_244622","20230626","1"
"4313_244622","20230627","1"
"4313_244622","20230628","1"
"4313_244622","20230629","1"
"4313_244622","20230630","1"
"4313_244622","20230703","1"
"4313_244622","20230704","1"
"4313_244622","20230705","1"
"4313_244622","20230706","1"
"4313_244622","20230707","1"
"4313_244622","20230710","1"
"4313_244622","20230711","1"
"4313_244622","20230712","1"
"4313_244622","20230713","1"
"4313_244622","20230714","1"
"4313_244622","20230717","1"
"4313_244622","20230718","1"
"4313_244622","20230719","1"
"4313_244622","20230720","1"
"4313_244622","20230721","1"
"4313_244622","20230724","1"
"4313_244622","20230725","1"
"4313_244622","20230726","1"
"4313_244622","20230727","1"
"4313_244622","20230728","1"
"4313_244622","20230731","1"
"4313_244622","20230801","1"
"4313_244622","20230802","1"
"4313_244622","20230803","1"
"4313_244622","20230804","1"
"4313_244622","20230807","1"
"4313_244622","20230808","1"
"4313_244622","20230809","1"
"4313_244622","20230810","1"
"4313_244622","20230811","1"
"4313_244622","20230814","1"
"4313_244622","20230816","1"
"4313_244622","20230817","1"
"4313_244622","20230818","1"
"4313_244622","20230821","1"
"4313_244622","20230822","1"
"4313_244622","20230823","1"
"4313_244622","20230824","1"
"4313_244622","20230825","1"
"4313_244622","20230828","1"
"4313_244622","20230829","1"
"4313_244622","20230830","1"
"4313_244622","20230831","1"
"4313_244622","20230901","1"
"4313_244622","20230904","1"
"4313_244622","20230905","1"
"4313_244622","20230906","1"
"4313_244622","20230907","1"
"4313_244622","20230908","1"
"4313_244622","20230911","1"
"4313_244622","20230912","1"
"4313_244622","20230913","1"
"4313_244622","20230914","1"
"4313_244623","20230428","1"
"4313_244623","20230429","1"
"4313_244623","20230502","1"
"4313_244623","20230503","1"
"4313_244623","20230504","1"
"4313_244623","20230505","1"
"4313_244623","20230506","1"
"4313_244623","20230508","1"
"4313_244623","20230509","1"
"4313_244623","20230510","1"
"4313_244623","20230511","1"
"4313_244623","20230512","1"
"4313_244623","20230513","1"
"4313_244623","20230515","1"
"4313_244623","20230516","1"
"4313_244623","20230517","1"
"4313_244623","20230518","1"
"4313_244623","20230519","1"
"4313_244623","20230520","1"
"4313_244623","20230522","1"
"4313_244623","20230523","1"
"4313_244623","20230524","1"
"4313_244623","20230525","1"
"4313_244623","20230526","1"
"4313_244623","20230527","1"
"4313_244623","20230529","1"
"4313_244623","20230530","1"
"4313_244623","20230531","1"
"4313_244623","20230601","1"
"4313_244623","20230603","1"
"4313_244623","20230605","1"
"4313_244623","20230606","1"
"4313_244623","20230607","1"
"4313_244623","20230608","1"
"4313_244623","20230609","1"
"4313_244623","20230610","1"
"4313_244623","20230915","1"
"4313_244623","20230916","1"
"4313_244623","20230918","1"
"4313_244623","20230919","1"
"4313_244623","20230920","1"
"4313_244623","20230921","1"
"4313_244623","20230922","1"
"4313_244623","20230923","1"
"4313_244623","20230925","1"
"4313_244623","20230926","1"
"4313_244623","20230927","1"
"4313_244623","20230928","1"
"4313_244623","20230929","1"
"4313_244623","20230930","1"
"4313_244623","20231002","1"
"4313_244623","20231003","1"
"4313_244623","20231004","1"
"4313_244623","20231005","1"
"4313_244623","20231006","1"
"4313_244623","20231007","1"
"4313_244623","20231009","1"
"4313_244623","20231010","1"
"4313_244623","20231011","1"
"4313_244623","20231012","1"
"4313_244623","20231013","1"
"4313_244623","20231014","1"
"4313_244623","20231016","1"
"4313_244623","20231017","1"
"4313_244623","20231018","1"
"4313_244623","20231019","1"
"4313_244623","20231020","1"
"4313_244623","20231021","1"
"4313_244623","20231023","1"
"4313_244623","20231024","1"
"4313_244623","20231025","1"
"4313_244623","20231026","1"
"4313_244623","20231027","1"
"4313_244623","20231028","1"
"4313_244623","20231030","1"
"4313_244623","20231031","1"
"4313_244623","20231102","1"
"4313_244623","20231103","1"
"4313_244623","20231104","1"
"4313_244623","20231106","1"
"4313_244623","20231107","1"
"4313_244623","20231108","1"
"4313_244623","20231109","1"
"4313_244623","20231110","1"
"4313_244623","20231111","1"
"4313_244623","20231113","1"
"4313_244623","20231114","1"
"4313_244623","20231115","1"
"4313_244623","20231116","1"
"4313_244623","20231117","1"
